What is weight decay?	L2 regularization on the weights.<br>\(E_j = E_{j-1} + \lambda \sum_i^n w_i^2\)
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline"">Probability</div>  When \(x\) is <b>continuous</b>.<div><br></div><div>\(p(x\in(a,b)) = \) <span class=cloze>[]</span></div> "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline"">Probability</div>  When \(x\) is <b>continuous</b>.<div><br></div><div>\(p(x\in(a,b)) = \) <span class=cloze>\(\int_a^b p(x)dx\)</span></div><br><br> <div style=""font-style: italic; font-size: 14px""></div>"
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline"">Probability</div>  \(p(x\in(a,b)) = \int_a^b p(x)dx\)<div><br></div><div>\(p(x) \ge\) <span class=cloze>[]</span></div><div><br></div><div>\(\int_{-\infty}^{+\infty} p(x) dx = \) \(1\)</div> "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline"">Probability</div>  \(p(x\in(a,b)) = \int_a^b p(x)dx\)<div><br></div><div>\(p(x) \ge\) <span class=cloze>\(0\)</span></div><div><br></div><div>\(\int_{-\infty}^{+\infty} p(x) dx = \) \(1\)</div><br><br> <div style=""font-style: italic; font-size: 14px""></div>"
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline"">Probability</div>  \(p(x\in(a,b)) = \int_a^b p(x)dx\)<div><br></div><div>\(p(x) \ge\) \(0\)</div><div><br></div><div>\(\int_{-\infty}^{+\infty} p(x) dx = \) <span class=cloze>[]</span></div> "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline"">Probability</div>  \(p(x\in(a,b)) = \int_a^b p(x)dx\)<div><br></div><div>\(p(x) \ge\) \(0\)</div><div><br></div><div>\(\int_{-\infty}^{+\infty} p(x) dx = \) <span class=cloze>\(1\)</span></div><br><br> <div style=""font-style: italic; font-size: 14px""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline"">Probability</div>  <b>Cumulative </b>distribution function"	"<div>Probability that \(x \in (-\infty, z)\):</div><div><br></div>\(P(z)=\int_{-\infty}^{z} p(x) \mathrm{d} x\) <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline"">Probability</div>  <div>Probability that \(x \in (-\infty, z)\):</div><div><br></div>\(P(z)=\int_{-\infty}^{z} p(x) \mathrm{d} x\)"	"<b>Cumulative </b>distribution function <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline"">Probability</div>  <b>Expectation </b>of a continuous function \(f(x)\) under a probability distribution \(p(x)\)&nbsp;"	"\(\mathbb{E}[f]=\int p(x) f(x) \mathrm{d} x\) <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline"">Probability</div>  \(\mathbb{E}[f]=\int p(x) f(x) \mathrm{d} x\)"	"<b>Expectation </b>of a continuous function \(f(x)\) under a probability distribution \(p(x)\)&nbsp; <br/> <div style=""font-style: italic""></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  How to get <b>expectation </b>of a function with a <b>finite</b> number of points<div>\(\mathbb{E}[f]=\int p(x) f(x) \mathrm{d} x\)<br></div>"	"By <b>sampling </b>them:<div>\(\mathbb{E}[f] \simeq \frac{1}{N} \sum_{n=1}^{N} f\left(x_{n}\right)\)</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Parallelism"	"Two tasks literally run at the same time<br><div><img src=""paste-645fcc08621d8746f10f23d6dcf33c59a1d92273.jpg""><br></div>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Concurrency"	"<div>Two tasks can be ‘<b>in progress</b>’ at the same time</div><img src=""paste-645fcc08621d8746f10f23d6dcf33c59a1d92273.jpg"">  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Does <b>multi-processes </b>share memory?"	"No  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Does&nbsp;<b>multithreading&nbsp;</b>share memory?"	"Yes  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <b>Mutex</b> (or lock)"	"Synchronisation mechanism enforcing that a <b>single thread can access its critical section of shared memory</b>.<div><br></div><div>Others threads wanting to access the same section are put on hold.</div><div><center><table><tbody><tr><td><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">lock <span style=""color: #666666"">=</span> Lock()  lock<span style=""color: #666666"">.</span>acquire() <span style=""color: #666666"">...</span> access shared resource lock<span style=""color: #666666"">.</span>release()</pre></div></td></tr></tbody></table></center><br></div>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <b>GIL </b>acronym"	"<b>G</b>lobal <b>I</b>nterpreter <b>L</b>ock  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <b>G</b>lobal&nbsp;<b>I</b>nterpreter&nbsp;<b>L</b>ock (GIL)"	"<b>Mutex</b> that protects access to Python objects, <b>preventing multiple threads from executing Python bytecodes at once</b>.  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<span class=cloze>[]</span> is good for <b>IO</b>-bound tasks. "	"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<span class=cloze><b>threading</b></span> is good for <b>IO</b>-bound tasks.<br> <div><br></div>"
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<b>threading</b> is good for <span class=cloze>[]</span>-bound tasks. "	"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<b>threading</b> is good for <span class=cloze><b>IO</b></span>-bound tasks.<br> <div><br></div>"
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<span class=cloze>[]</span> is good for <b>CPU</b>-bound tasks. "	"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<span class=cloze><b>processing</b></span> is good for <b>CPU</b>-bound tasks.<br> "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<b>processing</b> is good for <span class=cloze>[]</span>-bound tasks. "	"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> Multi-<b>processing</b> is good for <span class=cloze><b>CPU</b></span>-bound tasks.<br> "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  The <b>variance </b>of a single-variate Gaussian \(\mathcal{N}(\mu, \sigma^2)\) for <b>multi-variate Gaussian</b>"	"<div><b>Covariance </b>matrix: \(\mathcal{N}(\mu, \Sigma)\)</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  Diagonal of a <b>covariance </b>matrix \(\Sigma\)"	"The <b>variance</b>&nbsp;\(\sigma^2\) of each dimension&nbsp;  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  <b>Transpose </b>of a <b>covariance </b>matrix \(\Sigma\)"	"\(\Sigma^T = \Sigma\)<div>The matrix is <b>symetric</b>.</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  <b>Marginalization </b>of a multivariate probability distribution<div><br><div>\(P_{X, Y}=\left[\begin{array}{c}{X} \\ {Y}\end{array}\right] \sim \mathcal{N}(\mu, \Sigma)=\mathcal{N}\left(\left[\begin{array}{c}{\mu_{X}} \\ {\mu_{Y}}\end{array}\right],\left[\begin{array}{c}{\Sigma_{X X} \Sigma_{X Y}} \\ {\Sigma_{Y X} \Sigma_{Y Y}}\end{array}\right]\right)\)</div></div>"	"\(\begin{array}{l}{X \sim \mathcal{N}\left(\mu_{X}, \Sigma_{X X}\right)} \\ {Y \sim \mathcal{N}\left(\mu_{Y}, \Sigma_{Y Y}\right)}\end{array}\)<div><br></div><div><i>Each partition \(X\) and \(Y\) only depends on its corresponding entries in \(\mu\) and \(\Sigma\).</i><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  \(P_{X, Y}=\left[\begin{array}{c}{X} \\ {Y}\end{array}\right] \sim \mathcal{N}(\mu, \Sigma)=\mathcal{N}\left(\left[\begin{array}{c}{\mu_{X}} \\ {\mu_{Y}}\end{array}\right],\left[\begin{array}{c}{\Sigma_{X X} \Sigma_{X Y}} \\ {\Sigma_{Y X} \Sigma_{Y Y}}\end{array}\right]\right)\)<br><div><br></div><div>Name of the following operations:</div><div>\(\begin{array}{l}{X \sim \mathcal{N}\left(\mu_{X}, \Sigma_{X X}\right)} \\ {Y \sim \mathcal{N}\left(\mu_{Y}, \Sigma_{Y Y}\right)}\end{array}\)<br></div>"	"<b>Marginalization&nbsp;</b>of a multivariate probability distribution  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  \(P_{X, Y}=\left[\begin{array}{c}{X} \\ {Y}\end{array}\right] \sim \mathcal{N}(\mu, \Sigma)=\mathcal{N}\left(\left[\begin{array}{c}{\mu_{X}} \\ {\mu_{Y}}\end{array}\right],\left[\begin{array}{c}{\Sigma_{X X} \Sigma_{X Y}} \\ {\Sigma_{Y X} \Sigma_{Y Y}}\end{array}\right]\right)\)<br><div><br></div><div>Name of the following operations:</div><div>\(\begin{array}{l}{X | Y \sim \mathcal{N}\left(\mu_{X}+\Sigma_{X Y} \Sigma_{Y Y}^{-1}\left(Y-\mu_{Y}\right), \Sigma_{X X}-\Sigma_{X Y} \Sigma_{Y Y}^{-1} \Sigma_{Y X}\right)} \\ {Y | X \sim \mathcal{N}\left(\mu_{Y}+\Sigma_{Y X} \Sigma_{X X}^{-1}\left(X-\mu_{X}\right), \Sigma_{Y Y}-\Sigma_{Y X} \Sigma_{X X}^{-1} \Sigma_{X Y}\right)}\end{array}\)</div>"	"<b>Conditionning </b>of a multivariate probability distribution  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Probability</div>  Gaussian property of <b>being closed under conditioning and marginalization</b>.<div>\(P_{X, Y}=\left[\begin{array}{c}{X} \\ {Y}\end{array}\right] \sim \mathcal{N}(\mu, \Sigma)=\mathcal{N}\left(\left[\begin{array}{c}{\mu_{X}} \\ {\mu_{Y}}\end{array}\right],\left[\begin{array}{c}{\Sigma_{X X} \Sigma_{X Y}} \\ {\Sigma_{Y X} \Sigma_{Y Y}}\end{array}\right]\right)\)</div>"	"<b>Resulting distributions are also gaussian.</b><div><br></div><div><i>Conditionning:</i></div><div>\(\begin{array}{l}{X | Y \sim \mathcal{N}\left(\mu_{X}+\Sigma_{X Y} \Sigma_{Y Y}^{-1}\left(Y-\mu_{Y}\right), \Sigma_{X X}-\Sigma_{X Y} \Sigma_{Y Y}^{-1} \Sigma_{Y X}\right)} \\ {Y | X \sim \mathcal{N}\left(\mu_{Y}+\Sigma_{Y X} \Sigma_{X X}^{-1}\left(X-\mu_{X}\right), \Sigma_{Y Y}-\Sigma_{Y X} \Sigma_{X X}^{-1} \Sigma_{X Y}\right)}\end{array}\)<i><br></i></div><div><br></div><div><i>Marginalization:</i></div><div>\(\begin{array}{l}{X \sim \mathcal{N}\left(\mu_{X}, \Sigma_{X X}\right)} \\ {Y \sim \mathcal{N}\left(\mu_{Y}, \Sigma_{Y Y}\right)}\end{array}\)<i><br></i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Common application of <b>Gaussian Process</b>"	"<b>Regression </b>for time-series<div><img src=""paste-a233639474143f36975a2471b5d1755f19a726a3.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  Using only <b>expected value</b>:<div><br></div><div>\(\text{cov}[x, y] = \) <span class=cloze>[]</span></div> "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  Using only <b>expected value</b>:<div><br></div><div>\(\text{cov}[x, y] = \) <span class=cloze>\(\mathrm{E}_{x,y}[xy] - \mathrm{E}_x[x]\mathrm{E}_y[y]\)</span></div><br><br> <div style=""font-style: italic; font-size: 14px"">If \(x\) and \(x\) are independent, their covariance vanishes.</div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  With few examples (<i>whether Arctic ice cap will be there next century</i>) best solution is <b>frequentist </b>or <b>bayesian</b>"	"<b>Bayesian </b>as there is not repeated event so we cannot use frequentist, but can still use a <b>prior</b>.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>Name of \(p(\mathcal{D} | \mathbf{w})\)</div>"	"<b>Likelihood function</b><div><b><br></b></div><div><i>We want to maximize this probability.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<div><br></div><div>How to interpret \(p(\mathbf{w} | \mathcal{D})\)</div>"	"<b>Uncertainty </b>of \(\mathbf{w}\) after we have seen the dataset \(\mathcal{D}\).<div><br></div><div><i>It is called the posterior. The lower it is, the more uncertaint we are.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<div><br></div><div>Name of \(p(\mathbf{w} | \mathcal{D})\)</div>"	"<b>Posterior </b>probability.<div><br></div><div><i>As what is \(\mathbf{w}\) once we have seen the dataset \(\mathcal{D}\). It models the uncertainty.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>What is the <b>posterior </b>here</div>"	"\(p(\mathbf{w} | \mathcal{D})\)  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>What is the&nbsp;<b>likelihood&nbsp;</b>here</div>"	"\(p(\mathcal{D} | \mathbf{w})\)  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>What is the&nbsp;<b>prior&nbsp;</b>here</div>"	"\(p(\mathbf{w})\)  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Estimator name of <b>choosing the </b>\(\mathbf{w}\) <b>maximizing the likelihood</b> \(p(\mathcal{D} | \mathbf{w})\)."	"Maximum Likelihood  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Maximum Likelihood"	"Estimator where we choose the parameter \(\mathbf{w}\) such that is <b>maximize the likelihood</b>&nbsp;\(p(\mathcal{D} | \mathbf{w})\).  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  Frequentist's <b>bootstrap</b>"	"Method to evaluate the <b>uncertainty </b>(with error bars) by training a <b>different subsets </b>of the dataset.<div><br></div><div>The watched metric is the <b>variance </b>between runs.</div> <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  Method to evaluate the <b>uncertainty </b>(with error bars) by training a <b>different subsets </b>of the dataset.<div><br></div><div>The watched metric is the <b>variance </b>between runs.</div>"	"Frequentist's <b>bootstrap</b> <br/> <div style=""font-style: italic""></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <div>Which <b>distribution</b></div>\(\frac{1}{\left(2 \pi \sigma^{2}\right)^{1 / 2}} \exp \left\{-\frac{1}{2 \sigma^{2}}(x-\mu)^{2}\right\}\)"	"<b>Gaussian </b>distribution<div><br></div><div>\(\mathcal{N}\left(x | \mu, \sigma^{2}\right)=\frac{1}{\left(2 \pi \sigma^{2}\right)^{1 / 2}} \exp \left\{-\frac{1}{2 \sigma^{2}}(x-\mu)^{2}\right\}\)</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Why often using the <b>log </b>of probabilities <i>(such as the likelihood</i>)"	"Because the <b>product of probabilities may underflow</b>.<div><br></div><div>By taking the log, it becomes a sum of log probabilities.</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  Sample <b>variance</b>"	"\(\sigma^2 = \frac{1}{N}\sum_{n=1}^N (x_n - \mu)^2\) <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  \(\sigma^2 = \frac{1}{N}\sum_{n=1}^N (x_n - \mu)^2\)"	"Sample <b>variance</b> <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  \(\sigma^2\)"	"Variance <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  Variance"	"\(\sigma^2\) <br/> <div style=""font-style: italic""></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Problem of the <b>sample variance</b>&nbsp;computed with <b>maximum likelihood</b> compared to true variance"	"It <b>underestimate </b>the true variance by a factor \(\frac{N-1}{N}\).<div><b><br></b></div><div>\(\begin{aligned} \mathbb{E}\left[\mu_{\mathrm{ML}}\right] &amp;=\mu \\ \mathbb{E}\left[\sigma_{\mathrm{ML}}^{2}\right] &amp;=\left(\frac{N-1}{N}\right) \sigma^{2} \end{aligned}\)</div><div><br></div><div><i>It is less important with enough data.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What does the <b>maximum likelihood underestimate</b>"	"The <b>variance</b>.<div><br></div><div>\(\begin{aligned} \mathbb{E}\left[\mu_{\mathrm{ML}}\right] &amp;=\mu \\ \mathbb{E}\left[\sigma_{\mathrm{ML}}^{2}\right] &amp;=\left(\frac{N-1}{N}\right) \sigma^{2} \end{aligned}\)<br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  To what is related the <b>variance underestimation </b>of the <b>maximum likelihood</b><div>\(\begin{aligned} \mathbb{E}\left[\mu_{\mathrm{ML}}\right] &amp;=\mu \\ \mathbb{E}\left[\sigma_{\mathrm{ML}}^{2}\right] &amp;=\left(\frac{N-1}{N}\right) \sigma^{2} \end{aligned}\)<b><br></b></div>"	"To <b>overfitting</b>.<div><br></div><div><i>And as overfitting, it can be reduced with more data.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Why <b>maximum likelihood </b>induces the <b>overfitting</b>"	"Because it <b>underestimate the true variance</b>:<div><br></div><div><div>\(\begin{aligned} \mathbb{E}\left[\mu_{\mathrm{ML}}\right] &amp;=\mu \\ \mathbb{E}\left[\sigma_{\mathrm{ML}}^{2}\right] &amp;=\left(\frac{N-1}{N}\right) \sigma^{2} \end{aligned}\)</div></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  When does the <b>maximum likelihood</b>'s <b>bias </b>reduce"	"With <b>more data</b>, as seen there:<div>\(\begin{aligned} \mathbb{E}\left[\mu_{\mathrm{ML}}\right] &amp;=\mu \\ \mathbb{E}\left[\sigma_{\mathrm{ML}}^{2}\right] &amp;=\left(\frac{N-1}{N}\right) \sigma^{2} \end{aligned}\)<br></div><div>The variance reduces as \(N\) gets bigger.</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  When using a <b>gaussian </b>to fit a curve:<div>\(p(t | x, \mathbf{w}, \beta)=\mathcal{N}\left(t | y(x, \mathbf{w}), \beta^{-1}\right)\)</div><div><br></div><div>What is \(\beta\) name</div>"	"The <b>precision </b>parameter  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  When using a&nbsp;<b>gaussian&nbsp;</b>to fit a curve:<div>\(p(t | x, \mathbf{w}, \beta)=\mathcal{N}\left(t | y(x, \mathbf{w}), \beta^{-1}\right)\)</div><div><br></div><div>What is \(\beta\) value</div>"	"The inverse of the sample <b>variance</b>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  If we fit a curve with a <b>gaussian</b>:<div><div>\(p(t | x, \mathbf{w}, \beta)=\mathcal{N}\left(t | y(x, \mathbf{w}), \beta^{-1}\right)\)</div></div><div><br></div><div>What is the <b>likelihood </b>function over the sampled distribution</div>"	"\(p(\mathbf{t} | \mathbf{x}, \mathbf{w}, \beta)=\prod_{n=1}^{N} \mathcal{N}\left(t_{n} | y\left(x_{n}, \mathbf{w}\right), \beta^{-1}\right)\)<div><br></div><div><i>Assuming that data is sampled independently.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  K cross-validation"	"Split the dataset in train/val with <b>K folds</b>:<div><img src=""paste-38a779abf8aa3ba9716bc37f98531166cab9770e.jpg""><br></div> <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  Split the dataset in train/val with <b>K folds</b>:<div><img src=""paste-38a779abf8aa3ba9716bc37f98531166cab9770e.jpg""><br></div>"	"K cross-validation <br/> <div style=""font-style: italic""></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Curse of Dimensionality"	"Harder to work with <b>high-dimensional space</b>&nbsp;as the manifold grows exponentially bigger than the dimension.<div><br></div><div><img src=""paste-1739df2c77278256881984f9b6d23399774dae50.jpg""><br></div><div><div> <div> <div> <div> <div><i>Plot of the fraction of the volume of a sphere lying in the range \(r = 1−\epsilon\) to \(r = 1\) for various values of the dimensionality \(D\).&nbsp;</i></div> </div> </div> </div></div></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  Two reasons why the <b>Curse of Dimensionality </b>is not impossible to beat:<div><br></div><div>1. <span class=cloze>[]</span></div><div><br></div><div>2. The manifold is assumed <b>smooth</b>: small changes in the input space results in small changes in the target space.</div> "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  Two reasons why the <b>Curse of Dimensionality </b>is not impossible to beat:<div><br></div><div>1. <span class=cloze>Real data is <b>confined to a lower-dimension space</b> of the total manifold.</span></div><div><br></div><div>2. The manifold is assumed <b>smooth</b>: small changes in the input space results in small changes in the target space.</div><br><br> <div style=""font-style: italic; font-size: 14px""></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What is the assumed <b>smoothness </b>of the manifold of real data"	"<b>Small changes</b> in <b>input</b> space results in small changes in <b>target</b> space.  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  <b>Entropy </b>formula of a proba \(p(x)\):&nbsp;"	"\(h(x) = -\log_2 p(x)\) <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  \(h(x) = -\log_2 p(x)\)"	"<b>Entropy </b>formula of a proba \(p(x)\):&nbsp; <br/> <div style=""font-style: italic""></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Intuitively, explain:<div><br></div><div>\(\mathrm{H}[x]=-\sum_{x} p(x) \log _{2} p(x)\)</div>"	"It's the <b>average amount of information </b>(\(-\log _{2} p(x)\)) as weighted by the probability distribution \(p(x)\).  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Biggest <b>entropy </b>is with uniform or non-uniform distribution"	"Uniform  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  The <span class=cloze>[]</span> is a lower bound of the number of bits needed to transmit the state of a random variable. "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  The <span class=cloze><b>entropy</b></span> is a lower bound of the number of bits needed to transmit the state of a random variable.<br><br> <div style=""font-style: italic; font-size: 14px""></div>"
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  The <b>entropy</b> is a <span class=cloze>[]</span> bound of the number of bits needed to transmit the state of a random variable. "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  The <b>entropy</b> is a <span class=cloze>lower</span> bound of the number of bits needed to transmit the state of a random variable.<br><br> <div style=""font-style: italic; font-size: 14px""></div>"
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  The <b>entropy</b> is a lower bound of the <span class=cloze>[]</span> needed to transmit the state of a random variable. "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  The <b>entropy</b> is a lower bound of the <span class=cloze>number of bits</span> needed to transmit the state of a random variable.<br><br> <div style=""font-style: italic; font-size: 14px""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  <b>Kullback-Leibler </b>formula"	"\(\mathrm{KL}(p \| q) = -\sum p(\mathbf{x})\log\frac{q(\mathbf{x})}{p(\mathbf{x})}\) <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  \(\mathrm{KL}(p \| q) = -\sum p(\mathbf{x})\log\frac{q(\mathbf{x})}{p(\mathbf{x})}\)"	"<b>Kullback-Leibler </b>formula <br/> <div style=""font-style: italic""></div>"
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  \(\mathrm{KL}(p \| q)\) <span class=cloze>[]</span> \(\mathrm{KL}(q \| p)\) "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  \(\mathrm{KL}(p \| q)\) <span class=cloze>\(\not \equiv\)</span> \(\mathrm{KL}(q \| p)\)<br><br> <div style=""font-style: italic; font-size: 14px""></div>"
